copies,timestamp,elapsed_s,pid,cpu_percent,mem_percent
1000,2025-11-17T12:09:00+01:00,1,33527,1.7,1.4
1000,2025-11-17T12:09:02+01:00,2,33527,1.8,1.7
1000,2025-11-17T12:09:04+01:00,3,33527,1.8,1.7
1000,2025-11-17T12:09:06+01:00,4,33527,1.8,1.7
1000,2025-11-17T12:09:08+01:00,5,33527,1.9,1.7
1000,2025-11-17T12:09:10+01:00,6,33527,1.9,1.7
1000,2025-11-17T12:09:12+01:00,7,33527,1.9,1.7
1000,2025-11-17T12:09:14+01:00,8,33527,1.9,1.7
1000,2025-11-17T12:09:16+01:00,9,33527,2.0,1.7
1000,2025-11-17T12:09:18+01:00,10,33527,2.0,1.7
1000,2025-11-17T12:09:20+01:00,11,33527,2.0,1.7
1000,2025-11-17T12:09:22+01:00,12,33527,2.0,1.7
1000,2025-11-17T12:09:24+01:00,13,33527,2.0,1.7
1000,2025-11-17T12:09:26+01:00,14,33527,2.0,1.7
1000,2025-11-17T12:09:28+01:00,15,33527,2.0,1.7
1000,2025-11-17T12:09:30+01:00,16,33527,2.0,1.7
1000,2025-11-17T12:09:32+01:00,17,33527,2.0,1.7
1000,2025-11-17T12:09:34+01:00,18,33527,2.0,1.7
1000,2025-11-17T12:09:36+01:00,19,33527,2.0,1.7
1000,2025-11-17T12:09:38+01:00,20,33527,2.0,1.7
1000,2025-11-17T12:09:40+01:00,21,33527,2.0,1.7
1000,2025-11-17T12:09:42+01:00,22,33527,2.0,1.7
1000,2025-11-17T12:09:44+01:00,23,33527,2.0,1.7
1000,2025-11-17T12:09:46+01:00,24,33527,2.0,1.7
1000,2025-11-17T12:09:48+01:00,25,33527,2.0,1.7
1000,2025-11-17T12:09:50+01:00,26,33527,2.0,1.7
1000,2025-11-17T12:09:52+01:00,27,33527,2.0,1.7
1000,2025-11-17T12:09:54+01:00,28,33527,2.1,1.7
1000,2025-11-17T12:09:56+01:00,29,33527,2.1,1.7
1000,2025-11-17T12:09:58+01:00,30,33527,2.1,1.7
1000,2025-11-17T12:10:00+01:00,31,33527,2.1,1.7
1000,2025-11-17T12:10:02+01:00,32,33527,2.1,1.7
1000,2025-11-17T12:10:04+01:00,33,33527,2.1,1.7
1000,2025-11-17T12:10:06+01:00,34,33527,2.1,1.7
1000,2025-11-17T12:10:09+01:00,35,33527,2.1,1.7
1000,2025-11-17T12:10:11+01:00,36,33527,2.1,1.7
1000,2025-11-17T12:10:13+01:00,37,33527,2.2,1.7
1000,2025-11-17T12:10:15+01:00,38,33527,2.2,1.7
1000,2025-11-17T12:10:17+01:00,39,33527,2.2,1.7
1000,2025-11-17T12:10:19+01:00,40,33527,2.2,1.7
1000,2025-11-17T12:10:21+01:00,41,33527,2.2,1.7
1000,2025-11-17T12:10:23+01:00,42,33527,2.2,1.7
1000,2025-11-17T12:10:25+01:00,43,33527,2.2,1.7
1000,2025-11-17T12:10:27+01:00,44,33527,2.3,1.7
1000,2025-11-17T12:10:29+01:00,45,33527,2.3,1.7
1000,2025-11-17T12:10:31+01:00,46,33527,2.3,1.7
1000,2025-11-17T12:10:33+01:00,47,33527,2.3,1.7
1000,2025-11-17T12:10:35+01:00,48,33527,2.3,1.7
1000,2025-11-17T12:10:37+01:00,49,33527,2.3,1.7
1000,2025-11-17T12:10:39+01:00,50,33527,2.3,1.7
1000,2025-11-17T12:10:41+01:00,51,33527,2.3,1.7
1000,2025-11-17T12:10:43+01:00,52,33527,2.3,1.7
1000,2025-11-17T12:10:45+01:00,53,33527,2.3,1.7
1000,2025-11-17T12:10:47+01:00,54,33527,2.3,1.7
1000,2025-11-17T12:10:49+01:00,55,33527,2.3,1.7
1000,2025-11-17T12:10:51+01:00,56,33527,2.3,1.7
5000,2025-11-17T12:10:58+01:00,1,33527,2.3,1.7
5000,2025-11-17T12:11:00+01:00,2,33527,2.3,2.0
5000,2025-11-17T12:11:02+01:00,3,33527,2.3,2.0
5000,2025-11-17T12:11:04+01:00,4,33527,2.3,2.0
5000,2025-11-17T12:11:06+01:00,5,33527,2.3,2.0
5000,2025-11-17T12:11:08+01:00,6,33527,2.3,2.0
5000,2025-11-17T12:11:10+01:00,7,33527,2.3,2.0
5000,2025-11-17T12:11:12+01:00,8,33527,2.3,2.0
5000,2025-11-17T12:11:14+01:00,9,33527,2.3,2.0
5000,2025-11-17T12:11:16+01:00,10,33527,2.3,2.0
5000,2025-11-17T12:11:18+01:00,11,33527,2.3,2.0
5000,2025-11-17T12:11:20+01:00,12,33527,2.3,2.0
5000,2025-11-17T12:11:22+01:00,13,33527,2.3,2.0
5000,2025-11-17T12:11:24+01:00,14,33527,2.3,2.0
5000,2025-11-17T12:11:26+01:00,15,33527,2.4,2.0
5000,2025-11-17T12:11:28+01:00,16,33527,2.4,2.0
5000,2025-11-17T12:11:30+01:00,17,33527,2.4,2.0
5000,2025-11-17T12:11:32+01:00,18,33527,2.4,2.0
5000,2025-11-17T12:11:34+01:00,19,33527,2.4,2.0
5000,2025-11-17T12:11:36+01:00,20,33527,2.4,2.0
5000,2025-11-17T12:11:38+01:00,21,33527,2.4,2.0
5000,2025-11-17T12:11:40+01:00,22,33527,2.4,2.2
5000,2025-11-17T12:11:42+01:00,23,33527,0,0
5000,2025-11-17T12:11:44+01:00,24,33527,0,0
5000,2025-11-17T12:11:46+01:00,25,33527,0,0
5000,2025-11-17T12:11:48+01:00,26,33527,0,0
5000,2025-11-17T12:11:51+01:00,27,33527,0,0
5000,2025-11-17T12:11:53+01:00,28,33527,0,0
5000,2025-11-17T12:11:55+01:00,29,33527,0,0
5000,2025-11-17T12:11:57+01:00,30,33527,0,0
8000,2025-11-17T12:12:04+01:00,1,33527,0,0
8000,2025-11-17T12:12:06+01:00,2,33527,0,0
8000,2025-11-17T12:12:08+01:00,3,33527,0,0
8000,2025-11-17T12:12:10+01:00,4,33527,0,0
8000,2025-11-17T12:12:12+01:00,5,33527,0,0
8000,2025-11-17T12:12:14+01:00,6,33527,0,0
8000,2025-11-17T12:12:16+01:00,7,33527,0,0
8000,2025-11-17T12:12:18+01:00,8,33527,0,0
