copies,timestamp,elapsed_s,pid,cpu_percent,mem_percent
5000,2025-11-17T11:39:58+01:00,165,23179,2.1,2.0
5000,2025-11-17T11:40:00+01:00,166,23179,2.1,2.0
5000,2025-11-17T11:40:02+01:00,167,23179,2.1,2.0
5000,2025-11-17T11:40:04+01:00,168,23179,2.1,2.0
5000,2025-11-17T11:40:07+01:00,169,23179,2.1,2.0
5000,2025-11-17T11:40:09+01:00,170,23179,2.1,2.0
5000,2025-11-17T11:40:11+01:00,171,23179,2.1,2.0
5000,2025-11-17T11:40:13+01:00,172,23179,2.1,2.0
5000,2025-11-17T11:40:15+01:00,173,23179,2.1,2.0
5000,2025-11-17T11:40:17+01:00,174,23179,2.1,2.0
5000,2025-11-17T11:40:19+01:00,175,23179,2.1,2.0
5000,2025-11-17T11:40:21+01:00,176,23179,2.1,2.0
5000,2025-11-17T11:40:23+01:00,177,23179,2.1,2.0
5000,2025-11-17T11:40:25+01:00,178,23179,2.1,2.0
5000,2025-11-17T11:40:27+01:00,179,23179,2.1,2.0
5000,2025-11-17T11:40:29+01:00,180,23179,2.1,2.0
5000,2025-11-17T11:40:31+01:00,181,23179,2.1,2.0
5000,2025-11-17T11:40:33+01:00,182,23179,2.2,2.0
5000,2025-11-17T11:40:35+01:00,183,23179,2.2,2.0
5000,2025-11-17T11:40:37+01:00,184,23179,2.2,2.0
5000,2025-11-17T11:40:39+01:00,185,23179,2.2,2.0
5000,2025-11-17T11:40:41+01:00,186,23179,2.2,2.0
5000,2025-11-17T11:40:43+01:00,187,23179,2.2,2.0
5000,2025-11-17T11:40:45+01:00,188,23179,2.2,2.0
5000,2025-11-17T11:40:47+01:00,189,23179,2.2,2.0
5000,2025-11-17T11:40:49+01:00,190,23179,2.2,2.0
5000,2025-11-17T11:40:51+01:00,191,23179,2.2,2.0
5000,2025-11-17T11:40:53+01:00,192,23179,2.2,2.0
5000,2025-11-17T11:40:55+01:00,193,23179,2.2,2.0
5000,2025-11-17T11:40:57+01:00,194,23179,2.2,2.0
5000,2025-11-17T11:40:59+01:00,195,23179,2.2,2.0
5000,2025-11-17T11:41:01+01:00,196,23179,2.2,2.0
5000,2025-11-17T11:41:03+01:00,197,23179,2.2,2.0
5000,2025-11-17T11:41:05+01:00,198,23179,2.2,2.0
5000,2025-11-17T11:41:07+01:00,199,23179,2.2,2.0
5000,2025-11-17T11:41:09+01:00,200,23179,2.2,2.0
5000,2025-11-17T11:41:11+01:00,201,23179,2.2,2.0
5000,2025-11-17T11:41:13+01:00,202,23179,2.2,2.0
5000,2025-11-17T11:41:15+01:00,203,23179,2.2,2.0
5000,2025-11-17T11:41:17+01:00,204,23179,2.2,2.0
5000,2025-11-17T11:41:19+01:00,205,23179,2.2,2.0
5000,2025-11-17T11:41:21+01:00,206,23179,2.2,2.0
5000,2025-11-17T11:41:23+01:00,207,23179,2.2,2.0
5000,2025-11-17T11:41:25+01:00,208,23179,2.2,2.0
5000,2025-11-17T11:41:27+01:00,209,23179,2.2,2.0
5000,2025-11-17T11:41:29+01:00,210,23179,2.2,2.0
5000,2025-11-17T11:41:31+01:00,211,23179,2.2,2.0
5000,2025-11-17T11:41:33+01:00,212,23179,2.2,2.0
8000,2025-11-17T11:41:40+01:00,1,23179,2.2,2.2
8000,2025-11-17T11:41:42+01:00,2,23179,0,0
8000,2025-11-17T11:41:44+01:00,3,23179,0,0
8000,2025-11-17T11:41:46+01:00,4,23179,0,0
8000,2025-11-17T11:41:48+01:00,5,23179,0,0
8000,2025-11-17T11:41:50+01:00,6,23179,0,0
