copies,timestamp,elapsed_s,pid,cpu_percent,mem_percent
10,2025-11-17T13:07:20+01:00,1,35055,1.9,4.2
100,2025-11-17T13:07:27+01:00,1,35055,1.9,4.5
100,2025-11-17T13:07:29+01:00,2,35055,1.9,4.8
100,2025-11-17T13:07:31+01:00,3,35055,1.9,4.8
100,2025-11-17T13:07:33+01:00,4,35055,1.9,4.8
100,2025-11-17T13:07:35+01:00,5,35055,1.9,4.8
100,2025-11-17T13:07:37+01:00,6,35055,1.9,4.8
500,2025-11-17T13:07:44+01:00,1,35055,1.9,4.8
500,2025-11-17T13:07:46+01:00,2,35055,1.9,5.1
500,2025-11-17T13:07:48+01:00,3,35055,1.9,5.1
500,2025-11-17T13:07:50+01:00,4,35055,1.9,5.1
500,2025-11-17T13:07:52+01:00,5,35055,1.9,5.1
500,2025-11-17T13:07:54+01:00,6,35055,1.9,5.1
500,2025-11-17T13:07:56+01:00,7,35055,1.9,5.1
500,2025-11-17T13:07:58+01:00,8,35055,1.9,5.1
500,2025-11-17T13:08:00+01:00,9,35055,1.9,5.1
500,2025-11-17T13:08:02+01:00,10,35055,1.9,5.1
500,2025-11-17T13:08:04+01:00,11,35055,1.9,5.1
500,2025-11-17T13:08:06+01:00,12,35055,1.9,5.1
500,2025-11-17T13:08:08+01:00,13,35055,1.9,5.1
500,2025-11-17T13:08:10+01:00,14,35055,1.9,5.1
500,2025-11-17T13:08:12+01:00,15,35055,1.9,5.1
500,2025-11-17T13:08:15+01:00,16,35055,1.9,5.1
500,2025-11-17T13:08:17+01:00,17,35055,1.9,5.1
500,2025-11-17T13:08:19+01:00,18,35055,1.9,5.1
500,2025-11-17T13:08:21+01:00,19,35055,1.9,5.1
500,2025-11-17T13:08:23+01:00,20,35055,1.9,5.1
500,2025-11-17T13:08:25+01:00,21,35055,1.9,5.1
500,2025-11-17T13:08:27+01:00,22,35055,1.9,5.1
500,2025-11-17T13:08:29+01:00,23,35055,1.9,5.1
500,2025-11-17T13:08:31+01:00,24,35055,1.9,5.1
500,2025-11-17T13:08:33+01:00,25,35055,1.9,5.1
1000,2025-11-17T13:08:40+01:00,1,35055,1.9,5.1
1000,2025-11-17T13:08:42+01:00,2,35055,1.9,5.4
1000,2025-11-17T13:08:44+01:00,3,35055,1.9,5.4
1000,2025-11-17T13:08:46+01:00,4,35055,1.9,5.4
1000,2025-11-17T13:08:48+01:00,5,35055,1.9,5.4
1000,2025-11-17T13:08:50+01:00,6,35055,1.9,5.4
1000,2025-11-17T13:08:52+01:00,7,35055,1.9,5.4
1000,2025-11-17T13:08:54+01:00,8,35055,1.9,5.4
1000,2025-11-17T13:08:56+01:00,9,35055,1.9,5.4
1000,2025-11-17T13:08:58+01:00,10,35055,1.9,5.4
1000,2025-11-17T13:09:00+01:00,11,35055,1.9,5.4
1000,2025-11-17T13:09:02+01:00,12,35055,1.9,5.4
1000,2025-11-17T13:09:04+01:00,13,35055,1.9,5.4
1000,2025-11-17T13:09:06+01:00,14,35055,1.9,5.4
1000,2025-11-17T13:09:08+01:00,15,35055,1.9,5.4
1000,2025-11-17T13:09:10+01:00,16,35055,1.9,5.4
1000,2025-11-17T13:09:12+01:00,17,35055,1.9,5.4
1000,2025-11-17T13:09:14+01:00,18,35055,1.9,5.4
1000,2025-11-17T13:09:16+01:00,19,35055,1.9,5.4
1000,2025-11-17T13:09:18+01:00,20,35055,1.9,5.4
1000,2025-11-17T13:09:20+01:00,21,35055,1.9,5.4
1000,2025-11-17T13:09:22+01:00,22,35055,1.9,5.4
1000,2025-11-17T13:09:24+01:00,23,35055,1.9,5.4
1000,2025-11-17T13:09:26+01:00,24,35055,1.9,5.4
1000,2025-11-17T13:09:28+01:00,25,35055,1.9,5.4
1000,2025-11-17T13:09:30+01:00,26,35055,1.9,5.4
1000,2025-11-17T13:09:32+01:00,27,35055,1.9,5.4
1000,2025-11-17T13:09:34+01:00,28,35055,1.9,5.4
1000,2025-11-17T13:09:36+01:00,29,35055,1.9,5.4
1000,2025-11-17T13:09:38+01:00,30,35055,1.9,5.4
1000,2025-11-17T13:09:40+01:00,31,35055,1.9,5.4
1000,2025-11-17T13:09:42+01:00,32,35055,1.9,5.4
1000,2025-11-17T13:09:44+01:00,33,35055,1.9,5.4
1000,2025-11-17T13:09:46+01:00,34,35055,1.9,5.4
1000,2025-11-17T13:09:48+01:00,35,35055,1.9,5.4
1000,2025-11-17T13:09:50+01:00,36,35055,1.9,5.4
1000,2025-11-17T13:09:52+01:00,37,35055,1.9,5.4
1000,2025-11-17T13:09:54+01:00,38,35055,1.9,5.4
