copies,timestamp,elapsed_s,pid,cpu_percent,mem_percent
10,2025-11-17T10:35:36+01:00,1,3033,0.0,0.4
100,2025-11-17T10:35:43+01:00,1,3033,0.0,0.8
100,2025-11-17T10:35:45+01:00,2,3033,0.0,1.1
100,2025-11-17T10:35:47+01:00,3,3033,0.0,1.1
100,2025-11-17T10:35:49+01:00,4,3033,0.0,1.1
100,2025-11-17T10:35:51+01:00,5,3033,0.0,1.1
100,2025-11-17T10:35:53+01:00,6,3033,0.0,1.1
100,2025-11-17T10:35:55+01:00,7,3033,0.0,1.1
100,2025-11-17T10:35:57+01:00,8,3033,0.0,1.1
500,2025-11-17T10:36:04+01:00,1,3033,0.0,1.1
500,2025-11-17T10:36:06+01:00,2,3033,0.1,1.4
500,2025-11-17T10:36:08+01:00,3,3033,0.1,1.4
500,2025-11-17T10:36:10+01:00,4,3033,0.1,1.4
500,2025-11-17T10:36:12+01:00,5,3033,0.1,1.4
500,2025-11-17T10:36:14+01:00,6,3033,0.1,1.4
500,2025-11-17T10:36:16+01:00,7,3033,0.1,1.4
500,2025-11-17T10:36:18+01:00,8,3033,0.1,1.4
500,2025-11-17T10:36:20+01:00,9,3033,0.1,1.4
500,2025-11-17T10:36:22+01:00,10,3033,0.1,1.4
500,2025-11-17T10:36:24+01:00,11,3033,0.1,1.4
500,2025-11-17T10:36:26+01:00,12,3033,0.1,1.4
500,2025-11-17T10:36:28+01:00,13,3033,0.2,1.4
500,2025-11-17T10:36:30+01:00,14,3033,0.2,1.4
500,2025-11-17T10:36:32+01:00,15,3033,0.2,1.4
500,2025-11-17T10:36:34+01:00,16,3033,0.2,1.4
500,2025-11-17T10:36:36+01:00,17,3033,0.2,1.4
500,2025-11-17T10:36:39+01:00,18,3033,0.2,1.4
500,2025-11-17T10:36:41+01:00,19,3033,0.2,1.4
500,2025-11-17T10:36:43+01:00,20,3033,0.2,1.4
500,2025-11-17T10:36:45+01:00,21,3033,0.2,1.4
500,2025-11-17T10:36:47+01:00,22,3033,0.2,1.4
500,2025-11-17T10:36:49+01:00,23,3033,0.2,1.4
500,2025-11-17T10:36:51+01:00,24,3033,0.2,1.4
500,2025-11-17T10:36:53+01:00,25,3033,0.2,1.4
500,2025-11-17T10:36:55+01:00,26,3033,0.2,1.4
500,2025-11-17T10:36:57+01:00,27,3033,0.2,1.4
500,2025-11-17T10:36:59+01:00,28,3033,0.3,1.4
500,2025-11-17T10:37:01+01:00,29,3033,0.3,1.4
500,2025-11-17T10:37:03+01:00,30,3033,0.3,1.4
1000,2025-11-17T10:37:10+01:00,1,3033,0.3,1.4
1000,2025-11-17T10:37:12+01:00,2,3033,0.3,1.7
1000,2025-11-17T10:37:14+01:00,3,3033,0.3,1.7
